column	type	best_encoding	compression	winner_metric	physical_bytes	baseline_encoded_bytes	target_bytes	encoded_bytes	compressed_bytes	post_compression_no_encoding_bytes	post_compression_no_encoding_ratio	post_encoding_ratio	post_compression_ratio	encoding_compression_ratio_improvement_pct	codec_ratio	int_encoding	date_encoding	timestamp_encoding	string_encoding	experiment	result_file	column_stats_tsv
SocialAction	string	plain	zstd-3	compressed_bytes	0	4003158	2848	4002159	2848	2872	1393.857242	1.000250	1405.603230	0.842697	1405.252458	delta-binary-packed	delta-binary-packed	delta-binary-packed	plain	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv
SocialNetwork	string	plain	zstd-3	compressed_bytes	0	4003158	2848	4002159	2848	2872	1393.857242	1.000250	1405.603230	0.842697	1405.252458	delta-binary-packed	delta-binary-packed	delta-binary-packed	plain	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv
SocialSourceNetworkID	int16	plain	zstd-3	compressed_bytes	4000000	4005053	5318	4003530	5318	5318	753.112636	1.000380	753.112636	0.000000	752.826250	plain	delta-binary-packed	plain	plain	rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain_columns.tsv
SocialSourcePage	string	plain	zstd-3	compressed_bytes	1024	4005153	4853	4003988	4853	4856	824.784390	1.000291	825.294251	0.061817	825.054193	delta-binary-packed	plain	rle-dict	plain	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict_columns.tsv
Title	string	rle-dict	zstd-3	compressed_bytes	138409995	142885454	7955232	28774771	7955232	13939135	10.250669	4.965650	17.961193	75.219717	3.617088	rle-dict	delta-binary-packed	plain	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv
TraficSourceID	int16	rle-dict	zstd-3	compressed_bytes	4000000	4005051	178343	289829	178343	288326	13.890704	13.818669	22.457013	61.669367	1.625121	rle-dict	delta-binary-packed	rle-dict	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-rle-dict_columns.tsv
URL	string	rle-dict	zstd-3	compressed_bytes	88562192	92653185	12678493	44047032	12678493	15306955	6.053012	2.103506	7.307902	20.731660	3.474154	rle-dict	plain	plain	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
URLCategoryID	int16	rle-dict	zstd-3	compressed_bytes	4000000	4005048	71056	161772	71056	87570	45.735389	24.757362	56.364670	23.240824	2.276683	rle-dict	delta-binary-packed	plain	plain	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain_columns.tsv
URLHash	int64	plain	zstd-3	compressed_bytes	8000000	8006310	3580060	8004555	3580060	3580480	2.236100	1.000219	2.236362	0.011732	2.235872	plain	delta-binary-packed	delta-binary-packed	delta-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv
URLRegionID	int32	rle-dict	zstd-3	compressed_bytes	4000000	4005049	40097	74481	40097	48124	83.223527	53.772761	99.884006	20.018954	1.857521	rle-dict	delta-binary-packed	rle-dict	delta-length-byte-array	rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv
UTMCampaign	string	rle-dict	zstd-3	compressed_bytes	91870	4099800	27122	36919	27122	29858	137.309934	111.048512	151.161419	10.087752	1.361220	rle-dict	delta-binary-packed	plain	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv
UTMContent	string	plain	zstd-3	compressed_bytes	13001	4018131	13959	4016537	13959	13966	287.708077	1.000397	287.852353	0.050147	287.738162	plain	plain	delta-binary-packed	plain	rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed_columns.tsv
UTMMedium	string	rle-dict	zstd-3	compressed_bytes	16873	4021208	14496	16556	14496	16986	236.736607	242.885238	277.401214	17.177152	1.142108	rle-dict	rle-dict	rle-dict	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
UTMSource	string	rle-dict	zstd-3	compressed_bytes	49433	4054721	18339	22575	18339	21033	192.779014	179.611118	221.098261	14.690005	1.230983	rle-dict	delta-binary-packed	plain	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv
UTMTerm	string	plain	zstd-3	compressed_bytes	28101	4034484	15648	4032689	15648	15728	256.516022	1.000445	257.827454	0.511247	257.712743	rle-dict	delta-binary-packed	plain	plain	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-delta-binary-packed-ts-plain_columns.tsv
UserAgent	int16	rle-dict	zstd-3	compressed_bytes	4000000	4005053	125153	226591	125153	135169	29.629967	17.675252	32.001254	8.003004	1.810512	rle-dict	plain	plain	plain	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv
UserAgentMajor	int16	plain	zstd-3	compressed_bytes	4000000	4005050	154186	4003585	154186	154189	25.974940	1.000366	25.975445	0.001946	25.965944	plain	delta-binary-packed	plain	plain	rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-delta-binary-packed-ts-plain_columns.tsv
UserAgentMinor	string	rle-dict	zstd-3	compressed_bytes	3767530	7772251	83594	150305	83594	137050	56.711062	51.709863	92.976183	63.947173	1.798036	rle-dict	delta-binary-packed	plain	rle-dict	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv
UserID	int64	plain	zstd-3	compressed_bytes	8000000	8006315	617840	8004550	617840	618298	12.948958	1.000220	12.958557	0.074129	12.955701	plain	delta-binary-packed	delta-binary-packed	delta-length-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv
WatchID	int64	delta-binary-packed	zstd-3	compressed_bytes	8000000	8006312	7987755	7989449	7987755	8005365	1.000118	1.002111	1.002323	0.220462	1.000212	delta-binary-packed	plain	plain	rle-dict	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-plain_columns.tsv
WindowClientHeight	int16	plain	zstd-3	compressed_bytes	4000000	4005051	319342	4003650	319342	319807	12.523338	1.000350	12.541573	0.145612	12.537186	plain	delta-binary-packed	rle-dict	delta-length-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv
WindowClientWidth	int16	plain	zstd-3	compressed_bytes	4000000	4005052	305724	4003590	305724	305751	13.099064	1.000365	13.100221	0.008831	13.095439	plain	delta-binary-packed	delta-binary-packed	delta-length-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv
WindowName	int32	plain	zstd-3	compressed_bytes	4000000	4005052	70803	4003577	70803	70817	56.554951	1.000368	56.566134	0.019773	56.545302	plain	delta-binary-packed	rle-dict	delta-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv
WithHash	int16	plain	zstd-3	compressed_bytes	4000000	4005054	4228	4003527	4228	4240	944.588208	1.000381	947.269158	0.283822	946.907994	plain	delta-binary-packed	plain	delta-length-byte-array	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-plain_columns.tsv
