column	type	scope	winner_metric	compression	column_config_encoding	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_compression_no_encoding_bytes	post_compression_no_encoding_ratio	target_bytes	post_encoding_ratio	post_compression_ratio	encoding_compression_ratio_improvement_pct	codec_ratio	experiment	result_file	column_stats_tsv
OpenstatAdID	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	25445	4030476	22605	18284	19026	211.840429	18284	178.300199	220.437322	4.058193	1.236327	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatCampaignID	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	rle-dict	rle-dict	22051	4027078	17046	17046	4027078	1.000000	17046	236.247683			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv
OpenstatCampaignID	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	22051	4027078	16343	15872	214750	18.752400	15872	246.409961	253.722152	1253.011593	1.029675	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatCampaignID	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	22051	4027078	16315	15591	16542	243.445653	15591	246.832853	258.295042	6.099673	1.046437	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OpenstatCampaignID	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	22051	4027078	16315	15591	16542	243.445653	15591	246.832853	258.295042	6.099673	1.046437	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OpenstatServiceName	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	58030	4064307	19381	19381	4064307	1.000000	19381	209.705743			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OpenstatServiceName	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	58030	4064307	18558	17876	218529	18.598479	17876	219.005658	227.361099	1122.471470	1.038152	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatServiceName	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	58030	4064307	18506	17778	19232	211.330439	17778	219.621042	228.614411	8.178648	1.040949	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatServiceName	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	58030	4064307	18506	17778	19232	211.330439	17778	219.621042	228.614411	8.178648	1.040949	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatSourceID	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	rle-dict	rle-dict	48191	4053388	15109	15109	4053388	1.000000	15109	268.276392			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv
OpenstatSourceID	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	48191	4053388	14784	13428	214370	18.908373	13428	274.173972	301.860888	1496.440274	1.100983	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
OpenstatSourceID	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	48191	4053388	14560	12812	13322	304.262723	12812	278.392033	316.374337	3.980643	1.136435	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OpenstatSourceID	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	48191	4053388	14560	12812	13322	304.262723	12812	278.392033	316.374337	3.980643	1.136435	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OriginalURL	string	none	encoded_bytes	none	delta-byte-array	rle-dict	plain	rle-dict	delta-byte-array	27797671	31865983	21055450	21055450	31865983	1.000000	21055450	1.513432			1.000000	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv
OriginalURL	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	27797671	31865983	21273479	6160774	7037379	4.528104	6160774	1.497921	5.172399	14.228813	3.453053	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OriginalURL	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	27797671	31865983	21272072	4878331	5323588	5.985809	4878331	1.498020	6.532149	9.127240	4.360522	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
OriginalURL	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	27797671	31865983	21272072	4878331	5323588	5.985809	4878331	1.498020	6.532149	9.127240	4.360522	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
PageCharset	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	13587860	17598960	9739	9739	17598960	1.000000	9739	1807.060273			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
PageCharset	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	13587860	17598960	8870	9051	924713	19.031808	9051	1984.099211	1944.421611	10116.694288	0.980002	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
PageCharset	string	zstd-3	compressed_bytes	zstd-3	rle-dict	plain	plain	plain	rle-dict	13587860	17598960	8862	9926	14612	1204.418286	9926	1985.890318	1773.016321	47.209349	0.892807	rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
PageCharset	string	overall	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	13587860	17598960	8870	9051	924713	19.031808	9051	1984.099211	1944.421611	10116.694288	0.980002	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamCurrency	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	3000000	7004733	5685	5685	7004733	1.000000	5685	1232.143008			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamCurrency	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	3000000	7004733	5154	5394	354326	19.769176	5394	1359.086729	1298.615684	6468.891361	0.955506	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamCurrency	string	zstd-3	compressed_bytes	zstd-3	plain	rle-dict	plain	plain	plain	3000000	7004733	7003298	5256	5261	1331.445163	5256	1.000205	1332.711758	0.095129	1332.438737	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv
ParamCurrency	string	overall	compressed_bytes	zstd-3	plain	rle-dict	plain	plain	plain	3000000	7004733	7003298	5256	5261	1331.445163	5256	1.000205	1332.711758	0.095129	1332.438737	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv
ParamCurrencyID	int16	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	4000000	4005054	5819	5819	4005054	1.000000	5819	688.271868			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamCurrencyID	int16	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	delta-byte-array	4000000	4005054	5124	5360	204215	19.611948	5360	781.626464	747.211567	3709.981343	0.955970	rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
ParamCurrencyID	int16	zstd-3	compressed_bytes	zstd-3	plain	plain	plain	plain	delta-length-byte-array	4000000	4005054	4003527	4228	4240	944.588208	4228	1.000381	947.269158	0.283822	946.907994	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv
ParamCurrencyID	int16	overall	compressed_bytes	zstd-3	plain	plain	plain	plain	delta-length-byte-array	4000000	4005054	4003527	4228	4240	944.588208	4228	1.000381	947.269158	0.283822	946.907994	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv
ParamOrderID	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	0	4003158	4747	4747	4003158	1.000000	4747	843.302718			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamOrderID	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	0	4003158	4254	4494	202751	19.744208	4494	941.033850	890.778371	4411.593235	0.946595	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamOrderID	string	zstd-3	compressed_bytes	zstd-3	plain	rle-dict	rle-dict	rle-dict	plain	0	4003158	4002163	2866	2872	1393.857242	2866	1.000249	1396.775297	0.209351	1396.428123	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv
ParamOrderID	string	overall	compressed_bytes	zstd-3	plain	rle-dict	rle-dict	rle-dict	plain	0	4003158	4002163	2866	2872	1393.857242	2866	1.000249	1396.775297	0.209351	1396.428123	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv
ParamPrice	int64	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	8000000	8006318	7159	7159	8006318	1.000000	7159	1118.357033			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
ParamPrice	int64	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	delta-byte-array	8000000	8006318	6304	6540	405190	19.759417	6540	1270.037754	1224.207645	6095.565749	0.963914	rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
ParamPrice	int64	zstd-3	compressed_bytes	zstd-3	plain	plain	plain	plain	delta-length-byte-array	8000000	8006318	8004440	5675	5725	1398.483493	5675	1.000235	1410.804934	0.881057	1410.474009	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv
ParamPrice	int64	overall	compressed_bytes	zstd-3	plain	plain	plain	plain	delta-length-byte-array	8000000	8006318	8004440	5675	5725	1398.483493	5675	1.000235	1410.804934	0.881057	1410.474009	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv
Params	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	0	4003158	4747	4747	4003158	1.000000	4747	843.302718			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
Params	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	0	4003158	4254	4494	202751	19.744208	4494	941.033850	890.778371	4411.593235	0.946595	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
Params	string	zstd-3	compressed_bytes	zstd-3	plain	rle-dict	rle-dict	rle-dict	plain	0	4003158	4002163	2866	2872	1393.857242	2866	1.000249	1396.775297	0.209351	1396.428123	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv
