column	type	plain_pages	rle_dict_pages	comparison_windows	rows_compared	plain_window_wins	rle_dict_window_wins	tie_window_wins	plain_window_win_pct	rle_dict_window_win_pct	tie_window_win_pct	plain_rows_won	rle_dict_rows_won	tie_rows_won	plain_row_win_pct	rle_dict_row_win_pct	tie_row_win_pct	plain_allocated_compressed_bytes	rle_dict_allocated_compressed_bytes_with_amortized_dictionary	rle_dict_allocated_to_plain_ratio	uncompressed_bytes_for_ratio	plain_snappy_aggregate_to_uncompressed_ratio	rle_dict_snappy_aggregate_to_uncompressed_ratio	rle_dict_ratio_advantage_vs_plain	absolute_plain_rle_ratio_difference	winner_by_allocated_bytes	rle_dict_allocated_compressed_bytes_without_dictionary_pages	rle_dict_without_dictionary_allocated_to_plain_ratio	winner_without_dictionary_pages	rle_dict_without_dictionary_overhead_flip_window_wins	rle_dict_without_dictionary_overhead_flip_window_win_pct	rle_dict_without_dictionary_overhead_flip_rows	rle_dict_without_dictionary_overhead_flip_row_pct	plain_total_page_compressed_bytes	rle_dict_total_page_compressed_bytes_with_amortized_dictionary	rle_dict_total_page_compressed_bytes_without_dictionary_pages	exact_matched_pages	exact_plain_wins	exact_rle_dict_wins	exact_ties	unmatched_plain_pages	unmatched_rle_dict_pages	plain_snappy_to_uncompressed_ratio_count	plain_snappy_to_uncompressed_ratio_min	plain_snappy_to_uncompressed_ratio_median	plain_snappy_to_uncompressed_ratio_max	rle_dict_snappy_to_uncompressed_ratio_count	rle_dict_snappy_to_uncompressed_ratio_min	rle_dict_snappy_to_uncompressed_ratio_median	rle_dict_snappy_to_uncompressed_ratio_max	plain_win_plain_snappy_to_uncompressed_ratio_count	plain_win_plain_snappy_to_uncompressed_ratio_min	plain_win_plain_snappy_to_uncompressed_ratio_median	plain_win_plain_snappy_to_uncompressed_ratio_max	plain_win_rle_dict_snappy_to_uncompressed_ratio_count	plain_win_rle_dict_snappy_to_uncompressed_ratio_min	plain_win_rle_dict_snappy_to_uncompressed_ratio_median	plain_win_rle_dict_snappy_to_uncompressed_ratio_max	rle_dict_win_rle_dict_snappy_to_uncompressed_ratio_count	rle_dict_win_rle_dict_snappy_to_uncompressed_ratio_min	rle_dict_win_rle_dict_snappy_to_uncompressed_ratio_median	rle_dict_win_rle_dict_snappy_to_uncompressed_ratio_max	rle_dict_win_plain_snappy_to_uncompressed_ratio_count	rle_dict_win_plain_snappy_to_uncompressed_ratio_min	rle_dict_win_plain_snappy_to_uncompressed_ratio_median	rle_dict_win_plain_snappy_to_uncompressed_ratio_max
BrowserLanguage	STRING	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	321313.000000	34649.000000	0.107836	6004663.000000	0.053511	0.005770	0.047740	0.047740	rle-dict	30370.000000	0.094518	rle-dict	0	0.000000	0	0.000000	321313.000000	34649.000000	30370.000000	0	0	0	0	61	61	121	0.051683	0.053335	0.055843	121	0.002486	0.005279	0.009719	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.002486	0.005279	0.009719	121	0.051683	0.053335	0.055843
FromTag	STRING	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	221659.000000	28733.000000	0.129627	4048505.000000	0.054751	0.007097	0.047654	0.047654	rle-dict	24357.000000	0.109885	rle-dict	0	0.000000	0	0.000000	221659.000000	28733.000000	24357.000000	0	0	0	0	61	61	121	0.050559	0.051784	0.063686	121	0.000960	0.003411	0.018813	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.000960	0.003411	0.018813	121	0.050559	0.051784	0.063686
AdvEngineID	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	220366.000000	30207.000000	0.137077	4003836.000000	0.055039	0.007545	0.047494	0.047494	rle-dict	28266.000000	0.128268	rle-dict	0	0.000000	0	0.000000	220366.000000	30207.000000	28266.000000	0	0	0	0	61	61	121	0.050919	0.051790	0.061424	121	0.001578	0.004106	0.014926	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.001578	0.004106	0.014926	121	0.050919	0.051790	0.061424
IsMobile	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	218511.000000	28633.000000	0.131037	4003841.000000	0.054575	0.007151	0.047424	0.047424	rle-dict	26923.000000	0.123211	rle-dict	0	0.000000	0	0.000000	218511.000000	28633.000000	26923.000000	0	0	0	0	61	61	121	0.052661	0.054636	0.058180	121	0.004354	0.007212	0.012375	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.004354	0.007212	0.012375	121	0.052661	0.054636	0.058180
Sex	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	302670.000000	112908.000000	0.373040	4003839.000000	0.075595	0.028200	0.047395	0.047395	rle-dict	110895.000000	0.366389	rle-dict	0	0.000000	0	0.000000	302670.000000	112908.000000	110895.000000	0	0	0	0	61	61	121	0.071279	0.075250	0.086647	121	0.025251	0.027368	0.036519	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.025251	0.027368	0.036519	121	0.071279	0.075250	0.086647
URL	STRING	389	61	449	1000000	20	429	0	4.454343	95.545657	0.000000	38946	961054	0	3.894600	96.105400	0.000000	20480534.000000	16097301.000000	0.785981	92652558.000000	0.221047	0.173738	0.047308	0.047308	rle-dict	1507373.000000	0.073600	rle-dict	20	4.454343	38946	3.894600	20480534.000000	16097301.000000	1507373.000000	0	0	0	0	389	61	449	0.148955	0.240072	0.392786	449	0.094978	0.195158	0.311610	20	0.162159	0.253563	0.268200	20	0.232643	0.265224	0.311610	429	0.094978	0.190080	0.276066	429	0.148955	0.238384	0.392786
SearchEngineID	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	293177.000000	104836.000000	0.357586	4003836.000000	0.073224	0.026184	0.047040	0.047040	rle-dict	100657.000000	0.343332	rle-dict	0	0.000000	0	0.000000	293177.000000	104836.000000	100657.000000	0	0	0	0	61	61	121	0.051526	0.058495	0.092823	121	0.002650	0.016024	0.042746	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.002650	0.016024	0.042746	121	0.051526	0.058495	0.092823
NetMinor	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	217372.000000	29042.000000	0.133605	4003842.000000	0.054291	0.007254	0.047037	0.047037	rle-dict	27061.000000	0.124492	rle-dict	0	0.000000	0	0.000000	217372.000000	29042.000000	27061.000000	0	0	0	0	61	61	121	0.051859	0.053541	0.057017	121	0.002678	0.006755	0.010921	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.002678	0.006755	0.010921	121	0.051859	0.053541	0.057017
NetMajor	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	219217.000000	32210.000000	0.146932	4003839.000000	0.054752	0.008045	0.046707	0.046707	rle-dict	29989.000000	0.136801	rle-dict	0	0.000000	0	0.000000	219217.000000	32210.000000	29989.000000	0	0	0	0	61	61	121	0.052134	0.054043	0.057891	121	0.002678	0.007147	0.012030	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.002678	0.007147	0.012030	121	0.052134	0.054043	0.057891
UserAgentMinor	STRING	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	467164.000000	104364.000000	0.223399	7771150.000000	0.060115	0.013430	0.046685	0.046685	rle-dict	95521.000000	0.204470	rle-dict	0	0.000000	0	0.000000	467164.000000	104364.000000	95521.000000	0	0	0	0	61	61	121	0.056448	0.059213	0.069218	121	0.010035	0.012698	0.021236	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.010035	0.012698	0.021236	121	0.056448	0.059213	0.069218
MobilePhone	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	215432.000000	30289.000000	0.140597	4003840.000000	0.053806	0.007565	0.046241	0.046241	rle-dict	27109.000000	0.125836	rle-dict	0	0.000000	0	0.000000	215432.000000	30289.000000	27109.000000	0	0	0	0	61	61	121	0.052292	0.053760	0.056195	121	0.004462	0.007844	0.012017	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.004462	0.007844	0.012017	121	0.052292	0.053760	0.056195
URLCategoryID	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	272037.000000	92583.000000	0.340332	4003840.000000	0.067944	0.023124	0.044820	0.044820	rle-dict	85962.000000	0.315994	rle-dict	0	0.000000	0	0.000000	272037.000000	92583.000000	85962.000000	0	0	0	0	61	61	121	0.053294	0.064823	0.087651	121	0.005056	0.020373	0.051808	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.005056	0.020373	0.051808	121	0.053294	0.064823	0.087651
URLRegionID	INT(32,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	232236.000000	53030.000000	0.228345	4003839.000000	0.058003	0.013245	0.044759	0.044759	rle-dict	48645.000000	0.209464	rle-dict	0	0.000000	0	0.000000	232236.000000	53030.000000	48645.000000	0	0	0	0	61	61	121	0.053267	0.056362	0.065510	121	0.006029	0.010712	0.024832	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.006029	0.010712	0.024832	121	0.053267	0.056362	0.065510
Age	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	333988.000000	156437.000000	0.468391	4003843.000000	0.083417	0.039072	0.044345	0.044345	rle-dict	153694.000000	0.460178	rle-dict	0	0.000000	0	0.000000	333988.000000	156437.000000	153694.000000	0	0	0	0	61	61	121	0.076908	0.081731	0.106443	121	0.034786	0.037715	0.056984	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.034786	0.037715	0.056984	121	0.076908	0.081731	0.106443
FlashMajor	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	245331.000000	68555.000000	0.279439	4003840.000000	0.061274	0.017122	0.044152	0.044152	rle-dict	65908.000000	0.268649	rle-dict	0	0.000000	0	0.000000	245331.000000	68555.000000	65908.000000	0	0	0	0	61	61	121	0.057485	0.061591	0.066059	121	0.013191	0.017350	0.021501	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.013191	0.017350	0.021501	121	0.057485	0.061591	0.066059
UserAgent	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	342202.000000	165769.000000	0.484419	4003839.000000	0.085468	0.041403	0.044066	0.044066	rle-dict	160831.000000	0.469988	rle-dict	0	0.000000	0	0.000000	342202.000000	165769.000000	160831.000000	0	0	0	0	61	61	121	0.077090	0.083532	0.111979	121	0.036248	0.039891	0.061833	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.036248	0.039891	0.061833	121	0.077090	0.083532	0.111979
ClientTimeZone	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	285815.000000	111153.000000	0.388898	4003841.000000	0.071385	0.027762	0.043624	0.043624	rle-dict	105928.000000	0.370617	rle-dict	0	0.000000	0	0.000000	285815.000000	111153.000000	105928.000000	0	0	0	0	61	61	121	0.062004	0.071848	0.095627	121	0.017818	0.029997	0.049218	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.017818	0.029997	0.049218	121	0.062004	0.071848	0.095627
FlashMinor	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	328455.000000	154029.000000	0.468950	4003842.000000	0.082035	0.038470	0.043565	0.043565	rle-dict	150557.000000	0.458379	rle-dict	0	0.000000	0	0.000000	328455.000000	154029.000000	150557.000000	0	0	0	0	61	61	121	0.075340	0.080884	0.103959	121	0.034229	0.037358	0.051197	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.034229	0.037358	0.051197	121	0.075340	0.080884	0.103959
SilverlightVersion1	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	287294.000000	113328.000000	0.394467	4003836.000000	0.071755	0.028305	0.043450	0.043450	rle-dict	110675.000000	0.385233	rle-dict	0	0.000000	0	0.000000	287294.000000	113328.000000	110675.000000	0	0	0	0	61	61	121	0.066066	0.070779	0.089604	121	0.023434	0.027894	0.042012	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.023434	0.027894	0.042012	121	0.066066	0.070779	0.089604
SendTiming	INT(32,true)	61	61	121	1000000	9	112	0	7.438017	92.561983	0.000000	87166	912834	0	8.716600	91.283400	0.000000	269326.000000	95932.000000	0.356193	4003848.000000	0.067267	0.023960	0.043307	0.043307	rle-dict	72458.000000	0.269035	rle-dict	9	7.438017	87166	8.716600	269326.000000	95932.000000	72458.000000	0	0	0	0	61	61	121	0.050858	0.051149	0.265119	121	0.001165	0.001412	0.311533	9	0.130698	0.239827	0.265119	9	0.147312	0.268299	0.311533	112	0.001165	0.001401	0.193979	112	0.050858	0.051141	0.265119
OS	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	318110.000000	150131.000000	0.471947	4003838.000000	0.079451	0.037497	0.041954	0.041954	rle-dict	142772.000000	0.448813	rle-dict	0	0.000000	0	0.000000	318110.000000	150131.000000	142772.000000	0	0	0	0	61	61	121	0.072657	0.078138	0.101616	121	0.029365	0.037225	0.056745	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.029365	0.037225	0.056745	121	0.072657	0.078138	0.101616
SearchPhrase	STRING	61	61	121	1000000	2	119	0	1.652893	98.347107	0.000000	5518	994482	0	0.551800	99.448200	0.000000	1098051.000000	784774.000000	0.714697	7535913.000000	0.145709	0.104138	0.041571	0.041571	rle-dict	184409.000000	0.167942	rle-dict	2	1.652893	5518	0.551800	1098051.000000	784774.000000	184409.000000	0	0	0	0	61	61	121	0.057003	0.107416	0.173578	121	0.007405	0.069741	0.205049	2	0.064797	0.107586	0.150375	2	0.158261	0.181655	0.205049	119	0.007405	0.064813	0.138086	119	0.057003	0.107416	0.173578
SilverlightVersion3	INT(32,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	304934.000000	155286.000000	0.509245	4003843.000000	0.076160	0.038784	0.037376	0.037376	rle-dict	148177.000000	0.485931	rle-dict	0	0.000000	0	0.000000	304934.000000	155286.000000	148177.000000	0	0	0	0	61	61	121	0.068736	0.075491	0.097855	121	0.031978	0.037793	0.059262	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.031978	0.037793	0.059262	121	0.068736	0.075491	0.097855
UserAgentMajor	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	365174.000000	215694.000000	0.590661	4003844.000000	0.091206	0.053872	0.037334	0.037334	rle-dict	207080.000000	0.567072	rle-dict	0	0.000000	0	0.000000	365174.000000	215694.000000	207080.000000	0	0	0	0	61	61	121	0.081313	0.089174	0.119520	121	0.047729	0.052167	0.077447	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.047729	0.052167	0.077447	121	0.081313	0.089174	0.119520
WindowName	INT(32,true)	61	61	121	1000000	9	112	0	7.438017	92.561983	0.000000	87166	912834	0	8.716600	91.283400	0.000000	295315.000000	150912.000000	0.511020	4003843.000000	0.073758	0.037692	0.036066	0.036066	rle-dict	75707.000000	0.256360	rle-dict	9	7.438017	87166	8.716600	295315.000000	150912.000000	75707.000000	0	0	0	0	61	61	121	0.051109	0.051652	0.335762	121	0.001362	0.002285	0.454732	9	0.154071	0.330055	0.335762	9	0.240504	0.451851	0.454732	112	0.001362	0.002268	0.270669	112	0.051109	0.051633	0.335762
ResolutionWidth	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	373488.000000	242649.000000	0.649684	4003838.000000	0.093282	0.060604	0.032678	0.032678	rle-dict	223134.000000	0.597433	rle-dict	0	0.000000	0	0.000000	373488.000000	242649.000000	223134.000000	0	0	0	0	61	61	121	0.082038	0.091628	0.124417	121	0.050052	0.059090	0.089516	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.050052	0.059090	0.089516	121	0.082038	0.091628	0.124417
DNSTiming	INT(32,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	327222.000000	196695.000000	0.601106	4003839.000000	0.081727	0.049127	0.032600	0.032600	rle-dict	159475.000000	0.487360	rle-dict	0	0.000000	0	0.000000	327222.000000	196695.000000	159475.000000	0	0	0	0	61	61	121	0.065104	0.083465	0.125013	121	0.027526	0.045486	0.113691	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.027526	0.045486	0.113691	121	0.065104	0.083465	0.125013
ResolutionHeight	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	373249.000000	244226.000000	0.654325	4003843.000000	0.093223	0.060998	0.032225	0.032225	rle-dict	222027.000000	0.594850	rle-dict	0	0.000000	0	0.000000	373249.000000	244226.000000	222027.000000	0	0	0	0	61	61	121	0.081984	0.091063	0.123530	121	0.051228	0.059497	0.087325	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.051228	0.059497	0.087325	121	0.081984	0.091063	0.123530
OriginalURL	STRING	155	61	215	1000000	27	188	0	12.558140	87.441860	0.000000	113695	886305	0	11.369500	88.630500	0.000000	7037379.000000	6164859.000000	0.876016	31858218.000000	0.220897	0.193509	0.027388	0.027388	rle-dict	417673.000000	0.059351	rle-dict	27	12.558140	113695	11.369500	7037379.000000	6164859.000000	417673.000000	0	0	0	0	155	61	215	0.114727	0.223490	0.381740	215	0.033458	0.182738	0.596717	27	0.170360	0.260039	0.275032	27	0.239009	0.270915	0.596717	188	0.033458	0.169629	0.371381	188	0.114727	0.197618	0.381740
RegionID	INT(32,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	396778.000000	290011.000000	0.730915	4003843.000000	0.099099	0.072433	0.026666	0.026666	rle-dict	241669.000000	0.609079	rle-dict	0	0.000000	0	0.000000	396778.000000	290011.000000	241669.000000	0	0	0	0	61	61	121	0.084707	0.095743	0.145756	121	0.054557	0.070414	0.143907	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.054557	0.070414	0.143907	121	0.084707	0.095743	0.145756
ConnectTiming	INT(32,true)	61	61	121	1000000	3	118	0	2.479339	97.520661	0.000000	19642	980358	0	1.964200	98.035800	0.000000	564916.000000	466312.000000	0.825454	4003876.000000	0.141092	0.116465	0.024627	0.024627	rle-dict	375955.000000	0.665506	rle-dict	3	2.479339	19642	1.964200	564916.000000	466312.000000	375955.000000	0	0	0	0	61	61	121	0.091479	0.155987	0.193992	121	0.052401	0.138603	0.194430	3	0.163580	0.170393	0.192420	3	0.171636	0.174130	0.194430	118	0.052401	0.098117	0.183225	118	0.091479	0.137466	0.193992
Robotness	INT(16,true)	61	61	121	1000000	0	121	0	0.000000	100.000000	0.000000	0	1000000	0	0.000000	100.000000	0.000000	381887.000000	284538.000000	0.745084	4003844.000000	0.095380	0.071066	0.024314	0.024314	rle-dict	248943.000000	0.651876	rle-dict	0	0.000000	0	0.000000	381887.000000	284538.000000	248943.000000	0	0	0	0	61	61	121	0.076893	0.094350	0.127468	121	0.052906	0.070321	0.107323	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	121	0.052906	0.070321	0.107323	121	0.076893	0.094350	0.127468
ResponseEndTiming	INT(32,true)	61	61	121	1000000	7	114	0	5.785124	94.214876	0.000000	50495	949505	0	5.049500	94.950500	0.000000	1282976.000000	1214458.000000	0.946594	4003901.000000	0.320431	0.303319	0.017113	0.017113	rle-dict	970941.000000	0.756788	rle-dict	7	5.785124	50495	5.049500	1282976.000000	1214458.000000	970941.000000	0	0	0	0	61	61	121	0.227521	0.279725	0.444444	121	0.216488	0.265662	0.424044	7	0.232213	0.253662	0.348022	7	0.232379	0.256610	0.355035	114	0.216488	0.271218	0.424044	114	0.227521	0.288904	0.444444
RefererHash	INT(64,true)	61	61	121	1000000	54	67	0	44.628099	55.371901	0.000000	412655	587345	0	41.265500	58.734500	0.000000	3641169.000000	3546244.000000	0.973930	8004877.000000	0.454869	0.443010	0.011858	0.011858	rle-dict	1311174.000000	0.360097	rle-dict	54	44.628099	412655	41.265500	3641169.000000	3546244.000000	1311174.000000	0	0	0	0	61	61	121	0.175178	0.428319	0.577269	121	0.096752	0.397678	0.648190	54	0.175178	0.541212	0.577269	54	0.251419	0.580480	0.648190	67	0.096752	0.371544	0.565348	67	0.175178	0.425846	0.577269
Interests	INT(16,true)	61	61	121	1000000	17	104	0	14.049587	85.950413	0.000000	119345	880655	0	11.934500	88.065500	0.000000	385674.000000	345367.000000	0.895489	4003841.000000	0.096326	0.086259	0.010067	0.010067	rle-dict	278269.000000	0.721514	rle-dict	17	14.049587	119345	11.934500	385674.000000	345367.000000	278269.000000	0	0	0	0	61	61	121	0.084998	0.093645	0.128645	121	0.067590	0.082071	0.146405	17	0.084998	0.108384	0.128645	17	0.085784	0.118241	0.146405	104	0.067590	0.078510	0.124787	104	0.084998	0.093478	0.128645
FUniqID	INT(64,true)	61	61	121	1000000	17	104	0	14.049587	85.950413	0.000000	149964	850036	0	14.996400	85.003600	0.000000	1151604.000000	1079481.000000	0.937372	8004875.000000	0.143863	0.134853	0.009010	0.009010	rle-dict	471555.000000	0.409477	rle-dict	17	14.049587	149964	14.996400	1151604.000000	1079481.000000	471555.000000	0	0	0	0	61	61	121	0.116315	0.141224	0.209615	121	0.101952	0.130453	0.215432	17	0.136777	0.151307	0.209615	17	0.136854	0.151423	0.215432	104	0.101952	0.124663	0.206124	104	0.116315	0.136891	0.206910
ResponseStartTiming	INT(32,true)	61	61	121	1000000	66	55	0	54.545455	45.454545	0.000000	573106	426894	0	57.310600	42.689400	0.000000	1726790.000000	1719136.000000	0.995567	4003898.000000	0.431277	0.429366	0.001912	0.001912	rle-dict	1144823.000000	0.662978	rle-dict	66	54.545455	573106	57.310600	1726790.000000	1719136.000000	1144823.000000	0	0	0	0	61	61	121	0.260493	0.398394	0.645469	121	0.269228	0.409338	0.624097	66	0.260493	0.283975	0.594953	66	0.271405	0.306236	0.618165	55	0.269228	0.588211	0.624097	55	0.277138	0.623734	0.645469
WindowClientWidth	INT(16,true)	61	61	121	1000000	61	60	0	50.413223	49.586777	0.000000	551329	448671	0	55.132900	44.867100	0.000000	516714.000000	515363.000000	0.997385	4003870.000000	0.129054	0.128716	0.000337	0.000337	rle-dict	426412.000000	0.825238	rle-dict	61	50.413223	551329	55.132900	516714.000000	515363.000000	426412.000000	0	0	0	0	61	61	121	0.107816	0.128903	0.179193	121	0.093151	0.130053	0.176051	61	0.107816	0.129229	0.145084	61	0.109068	0.133222	0.160523	60	0.093151	0.115600	0.176051	60	0.111019	0.119486	0.179193
FetchTiming	INT(32,true)	61	61	121	1000000	67	54	0	55.371901	44.628099	0.000000	529129	470871	0	52.912900	47.087100	0.000000	809765.000000	818492.000000	1.010777	4003897.000000	0.202244	0.204424	-0.002180	0.002180	plain	609219.000000	0.752340	rle-dict	65	53.719008	522967	52.296700	809765.000000	818492.000000	609219.000000	0	0	0	0	61	61	121	0.096910	0.182189	0.269358	121	0.079533	0.177385	0.295979	67	0.096910	0.246787	0.269358	67	0.134730	0.254481	0.295979	54	0.079533	0.169743	0.262826	54	0.096910	0.176332	0.265989
UserID	INT(64,true)	61	61	121	1000000	84	37	0	69.421488	30.578512	0.000000	701068	298932	0	70.106800	29.893200	0.000000	1084918.000000	1125895.000000	1.037770	8004874.000000	0.135532	0.140651	-0.005119	0.005119	plain	478795.000000	0.441319	rle-dict	84	69.421488	701068	70.106800	1084918.000000	1125895.000000	478795.000000	0	0	0	0	61	61	121	0.111433	0.131890	0.199171	121	0.108272	0.134190	0.224875	84	0.111433	0.132168	0.199171	84	0.120035	0.140706	0.224875	37	0.108272	0.122995	0.184664	37	0.111433	0.127791	0.193823
RemoteIP	INT(32,true)	61	61	121	1000000	71	50	0	58.677686	41.322314	0.000000	613876	386124	0	61.387600	38.612400	0.000000	707621.000000	751786.000000	1.062413	4003901.000000	0.176733	0.187763	-0.011030	0.011030	plain	460487.000000	0.650754	rle-dict	71	58.677686	613876	61.387600	707621.000000	751786.000000	460487.000000	0	0	0	0	61	61	121	0.145233	0.169341	0.281613	121	0.130575	0.178185	0.333892	71	0.145233	0.166146	0.281613	71	0.158204	0.186065	0.333892	50	0.130575	0.163831	0.271021	50	0.159313	0.175926	0.276788
WindowClientHeight	INT(16,true)	61	61	121	1000000	112	9	0	92.561983	7.438017	0.000000	951586	48414	0	95.158600	4.841400	0.000000	551892.000000	606959.000000	1.099779	4003882.000000	0.137839	0.151593	-0.013753	0.013753	plain	482873.000000	0.874941	rle-dict	112	92.561983	951586	95.158600	551892.000000	606959.000000	482873.000000	0	0	0	0	61	61	121	0.109306	0.141551	0.185549	121	0.125127	0.153503	0.191294	112	0.109306	0.125901	0.185549	112	0.125127	0.147660	0.191294	9	0.131133	0.164645	0.175853	9	0.141551	0.170370	0.185549
URLHash	INT(64,true)	61	61	121	1000000	62	59	0	51.239669	48.760331	0.000000	498898	501102	0	49.889800	50.110200	0.000000	4387520.000000	4531916.000000	1.032911	8004879.000000	0.548106	0.566144	-0.018038	0.018038	plain	1559918.000000	0.355535	rle-dict	62	51.239669	498898	49.889800	4387520.000000	4531916.000000	1559918.000000	0	0	0	0	61	61	121	0.457833	0.567494	0.662112	121	0.428749	0.594353	0.739710	62	0.526227	0.627430	0.662112	62	0.555745	0.688801	0.739710	59	0.428749	0.448701	0.555655	59	0.457833	0.473360	0.574276
IPNetworkID	INT(32,true)	61	61	121	1000000	119	2	0	98.347107	1.652893	0.000000	993463	6537	0	99.346300	0.653700	0.000000	561124.000000	640209.000000	1.140940	4003873.000000	0.140145	0.159897	-0.019752	0.019752	plain	436992.000000	0.778780	rle-dict	119	98.347107	993463	99.346300	561124.000000	640209.000000	436992.000000	0	0	0	0	61	61	121	0.117016	0.137011	0.203225	121	0.135188	0.155414	0.257540	119	0.117016	0.136883	0.203225	119	0.135188	0.155414	0.257540	2	0.138053	0.146864	0.155674	2	0.153846	0.160702	0.167557
ClientIP	INT(32,true)	61	61	121	1000000	116	5	0	95.867769	4.132231	0.000000	980635	19365	0	98.063500	1.936500	0.000000	719481.000000	833008.000000	1.157790	4003899.000000	0.179695	0.208049	-0.028354	0.028354	plain	494882.000000	0.687832	rle-dict	116	95.867769	980635	98.063500	719481.000000	833008.000000	494882.000000	0	0	0	0	61	61	121	0.144851	0.173244	0.281782	121	0.157610	0.200131	0.333804	116	0.144851	0.173244	0.281782	116	0.157652	0.200683	0.333804	5	0.157610	0.175689	0.269647	5	0.163288	0.207796	0.275299
